ISO Week Start Date,Country,Account,Product,Value in USD
2014-03-17,Mexico,Revenue,Product B,42274.06528851932
2014-03-17,Mexico,Labor,Product B,14175.0
2014-03-17,Mexico,Raw Materials,Product B,14332.065288519321
2014-03-17,Mexico,Admin,Product B,6250.0
2014-03-17,Mexico,Utilities,Product B,4682.0
2014-03-17,Mexico,Revenue,Overhead,49906.98558056396
2014-03-17,Mexico,Labor,Overhead,16190.0
2014-03-17,Mexico,Raw Materials,Overhead,17027.98558056396
2014-03-17,Mexico,Admin,Overhead,8486.0
2014-03-17,Mexico,Utilities,Overhead,6584.0
2014-03-24,United States,Revenue,Product A,53330.0
2014-03-24,United States,Labor,Product A,19588.0
2014-03-24,United States,Raw Materials,Product A,21130.94719770416
2014-03-24,United States,Admin,Product A,6353.0
2014-03-24,United States,Utilities,Product A,5783.0
2014-03-24,United States,Revenue,Product B,44602.4727409737
2014-03-24,United States,Labor,Product B,15063.0
2014-03-24,United States,Raw Materials,Product B,14427.472740973704
2014-03-24,United States,Admin,Product B,9468.0
2014-03-24,United States,Utilities,Product B,4031.0
2014-03-24,United States,Revenue,Overhead,50012.679546231346
2014-03-24,United States,Labor,Overhead,19337.0
2014-03-24,United States,Raw Materials,Overhead,16924.67954623135
2014-03-24,United States,Admin,Overhead,5539.0
2014-03-24,United States,Utilities,Overhead,5779.0
2014-03-24,Canada,Revenue,Product A,70159.0
2014-03-24,Canada,Labor,Product A,14964.0
2014-03-24,Canada,Raw Materials,Product A,17803.537560766606
2014-03-24,Canada,Admin,Product A,7508.0
2014-03-24,Canada,Utilities,Product A,5779.0
2014-03-24,Canada,Revenue,Product B,39708.0
2014-03-24,Canada,Labor,Product B,10924.0
2014-03-24,Canada,Raw Materials,Product B,9321.165723177697
2014-03-24,Canada,Admin,Product B,9485.0
2014-03-24,Canada,Utilities,Product B,4617.0
2014-03-24,Canada,Revenue,Overhead,50395.240139928086
2014-03-24,Canada,Labor,Overhead,17026.0
2014-03-24,Canada,Raw Materials,Overhead,18563.240139928086
2014-03-24,Canada,Admin,Overhead,7871.0
2014-03-24,Canada,Utilities,Overhead,3797.0
2014-03-24,Mexico,Revenue,Product A,87892.0
2014-03-24,Mexico,Labor,Product A,17409.0
2014-03-24,Mexico,Raw Materials,Product A,17768.237309247885
2014-03-24,Mexico,Admin,Product A,6824.0
2014-03-24,Mexico,Utilities,Product A,3373.0
2014-03-24,Mexico,Revenue,Product B,49524.0
2014-03-24,Mexico,Labor,Product B,12193.0
2014-03-24,Mexico,Raw Materials,Product B,14569.543137894845
2014-03-24,Mexico,Admin,Product B,9158.0
2014-03-24,Mexico,Utilities,Product B,4240.0
2014-03-24,Mexico,Revenue,Overhead,45848.44470933529
2014-03-24,Mexico,Labor,Overhead,13925.0
2014-03-24,Mexico,Raw Materials,Overhead,15758.444709335285
2014-03-24,Mexico,Admin,Overhead,9000.0
2014-03-24,Mexico,Utilities,Overhead,4633.0
2014-03-31,United States,Revenue,Product A,50404.0
2014-03-31,United States,Labor,Product A,17266.0
2014-03-31,United States,Raw Materials,Product A,14737.236273284692
2014-03-31,United States,Admin,Product A,9613.0
2014-03-31,United States,Utilities,Product A,3475.0
2014-03-31,United States,Revenue,Product B,38594.86212014142
2014-03-31,United States,Labor,Product B,12000.0
2014-03-31,United States,Raw Materials,Product B,12164.862120141423
2014-03-31,United States,Admin,Product B,6460.0
2014-03-31,United States,Utilities,Product B,6094.0
2014-03-31,United States,Revenue,Overhead,49503.284506956596
2014-03-31,United States,Labor,Overhead,17140.0
2014-03-31,United States,Raw Materials,Overhead,18690.284506956592
2014-03-31,United States,Admin,Overhead,7048.0
2014-03-31,United States,Utilities,Overhead,3050.0
2014-03-31,Canada,Revenue,Product A,71949.0
2014-03-31,Canada,Labor,Product A,14780.0
2014-03-31,Canada,Raw Materials,Product A,15407.704438873603
2014-03-31,Canada,Admin,Product A,9583.0
2014-03-31,Canada,Utilities,Product A,4823.0
2014-03-31,Canada,Revenue,Product B,36651.32641451904
2014-03-31,Canada,Labor,Product B,13419.0
2014-03-31,Canada,Raw Materials,Product B,12177.32641451904
2014-03-31,Canada,Admin,Product B,5249.0
2014-03-31,Canada,Utilities,Product B,3673.0
2014-03-31,Canada,Revenue,Overhead,32712.864362790468
2014-03-31,Canada,Labor,Overhead,10770.0
2014-03-31,Canada,Raw Materials,Overhead,10856.864362790468
2014-03-31,Canada,Admin,Overhead,6077.0
2014-03-31,Canada,Utilities,Overhead,3235.0
2014-03-31,Mexico,Revenue,Product A,87626.0
2014-03-31,Mexico,Labor,Product A,18580.0
2014-03-31,Mexico,Raw Materials,Product A,15521.049916053487
2014-03-31,Mexico,Admin,Product A,9719.0
2014-03-31,Mexico,Utilities,Product A,5814.0
2014-03-31,Mexico,Revenue,Product B,40551.89820154668
2014-03-31,Mexico,Labor,Product B,13374.0
2014-03-31,Mexico,Raw Materials,Product B,12948.898201546685
2014-03-31,Mexico,Admin,Product B,8981.0
2014-03-31,Mexico,Utilities,Product B,3577.0
2014-03-31,Mexico,Revenue,Overhead,46689.11395302855
2014-03-31,Mexico,Labor,Overhead,14530.0
2014-03-31,Mexico,Raw Materials,Overhead,16873.11395302855
2014-03-31,Mexico,Admin,Overhead,6329.0
2014-03-31,Mexico,Utilities,Overhead,5145.0
2014-04-07,United States,Revenue,Product A,73386.0
2014-04-07,United States,Labor,Product A,18017.0
2014-04-07,United States,Raw Materials,Product A,17240.424384224752
2014-04-07,United States,Admin,Product A,7017.0
2014-04-07,United States,Utilities,Product A,4331.0
2014-04-07,United States,Revenue,Product B,45796.973556240424
2014-04-07,United States,Labor,Product B,14261.0
2014-04-07,United States,Raw Materials,Product B,13980.973556240426
2014-04-07,United States,Admin,Product B,9637.0
2014-04-07,United States,Utilities,Product B,3758.0
2014-04-07,United States,Revenue,Overhead,41261.94663606235
2014-04-07,United States,Labor,Overhead,13177.0
2014-04-07,United States,Raw Materials,Overhead,15086.946636062345
2014-04-07,United States,Admin,Overhead,5137.0
2014-04-07,United States,Utilities,Overhead,5231.0
2014-04-07,Canada,Revenue,Product A,69963.0
2014-04-07,Canada,Labor,Product A,13472.0
2014-04-07,Canada,Raw Materials,Product A,13429.516280147016
2014-04-07,Canada,Admin,Product A,9164.0
2014-04-07,Canada,Utilities,Product A,5593.0
2014-04-07,Canada,Revenue,Product B,52032.02448973043
2014-04-07,Canada,Labor,Product B,17941.0
2014-04-07,Canada,Raw Materials,Product B,17888.02448973043
2014-04-07,Canada,Admin,Product B,8818.0
2014-04-07,Canada,Utilities,Product B,3042.0
2014-04-07,Canada,Revenue,Overhead,41687.46329575909
2014-04-07,Canada,Labor,Overhead,11906.0
2014-04-07,Canada,Raw Materials,Overhead,12083.463295759087
2014-04-07,Canada,Admin,Overhead,8445.0
2014-04-07,Canada,Utilities,Overhead,4935.0
2014-04-07,Mexico,Revenue,Product A,92679.0
2014-04-07,Mexico,Labor,Product A,17687.0
2014-04-07,Mexico,Raw Materials,Product A,15423.539938416818
2014-04-07,Mexico,Admin,Product A,6887.0
2014-04-07,Mexico,Utilities,Product A,6266.0
2014-04-07,Mexico,Revenue,Product B,48732.0
2014-04-07,Mexico,Labor,Product B,10666.0
2014-04-07,Mexico,Raw Materials,Product B,11380.86833562611
2014-04-07,Mexico,Admin,Product B,8122.0
2014-04-07,Mexico,Utilities,Product B,6474.0
2014-04-07,Mexico,Revenue,Overhead,51062.15919700952
2014-04-07,Mexico,Labor,Overhead,17956.0
2014-04-07,Mexico,Raw Materials,Overhead,15578.159197009514
2014-04-07,Mexico,Admin,Overhead,8900.0
2014-04-07,Mexico,Utilities,Overhead,5581.0
2014-04-14,United States,Revenue,Product A,89144.0
2014-04-14,United States,Labor,Product A,16981.0
2014-04-14,United States,Raw Materials,Product A,14404.207090863722
2014-04-14,United States,Admin,Product A,8117.0
2014-04-14,United States,Utilities,Product A,5593.0
2014-04-14,United States,Revenue,Product B,55158.96994280508
2014-04-14,United States,Labor,Product B,19945.0
2014-04-14,United States,Raw Materials,Product B,21463.969942805077
2014-04-14,United States,Admin,Product B,7296.0
2014-04-14,United States,Utilities,Product B,5094.0
2014-04-14,United States,Revenue,Overhead,50836.73563541772
2014-04-14,United States,Labor,Overhead,15240.0
2014-04-14,United States,Raw Materials,Overhead,16384.73563541772
2014-04-14,United States,Admin,Overhead,9143.0
2014-04-14,United States,Utilities,Overhead,6644.0
2014-04-14,Canada,Revenue,Product A,63568.0
2014-04-14,Canada,Labor,Product A,14432.0
2014-04-14,Canada,Raw Materials,Product A,13143.95928722418
2014-04-14,Canada,Admin,Product A,6276.0
2014-04-14,Canada,Utilities,Product A,4715.0
2014-04-14,Canada,Revenue,Product B,36943.24144118273
2014-04-14,Canada,Labor,Product B,10302.0
2014-04-14,Canada,Raw Materials,Product B,9768.241441182727
2014-04-14,Canada,Admin,Product B,9569.0
2014-04-14,Canada,Utilities,Product B,3027.0
2014-04-14,Canada,Revenue,Overhead,55285.98937384786
2014-04-14,Canada,Labor,Overhead,18150.0
2014-04-14,Canada,Raw Materials,Overhead,18376.989373847857
2014-04-14,Canada,Admin,Overhead,9621.0
2014-04-14,Canada,Utilities,Overhead,5746.0
2014-04-14,Mexico,Revenue,Product A,67302.0
2014-04-14,Mexico,Labor,Product A,15126.0
2014-04-14,Mexico,Raw Materials,Product A,16258.426173892314
2014-04-14,Mexico,Admin,Product A,6531.0
2014-04-14,Mexico,Utilities,Product A,6345.0
2014-04-14,Mexico,Revenue,Product B,53870.933645170764
2014-04-14,Mexico,Labor,Product B,17673.0
2014-04-14,Mexico,Raw Materials,Product B,16641.933645170764
2014-04-14,Mexico,Admin,Product B,9580.0
2014-04-14,Mexico,Utilities,Product B,5075.0
2014-04-14,Mexico,Revenue,Overhead,51074.70402584644
2014-04-14,Mexico,Labor,Overhead,18905.0
2014-04-14,Mexico,Raw Materials,Overhead,19388.70402584644
2014-04-14,Mexico,Admin,Overhead,5125.0
2014-04-14,Mexico,Utilities,Overhead,5859.0
2014-04-21,United States,Revenue,Product A,94243.0
2014-04-21,United States,Labor,Product A,14632.0
2014-04-21,United States,Raw Materials,Product A,16917.67806871446
2014-04-21,United States,Admin,Product A,5066.0
2014-04-21,United States,Utilities,Product A,3232.0
2014-04-21,United States,Revenue,Product B,54870.94547906425
2014-04-21,United States,Labor,Product B,19361.0
2014-04-21,United States,Raw Materials,Product B,16161.945479064245
2014-04-21,United States,Admin,Product B,9718.0
2014-04-21,United States,Utilities,Product B,6847.0
2014-04-21,United States,Revenue,Overhead,46811.78355780795
2014-04-21,United States,Labor,Overhead,16891.0
2014-04-21,United States,Raw Materials,Overhead,14374.783557807948
2014-04-21,United States,Admin,Overhead,7739.0
2014-04-21,United States,Utilities,Overhead,4305.0
2014-04-21,Canada,Revenue,Product A,60554.0
2014-04-21,Canada,Labor,Product A,11761.0
2014-04-21,Canada,Raw Materials,Product A,10558.33498456792
2014-04-21,Canada,Admin,Product A,8812.0
2014-04-21,Canada,Utilities,Product A,6448.0
2014-04-21,Canada,Revenue,Product B,50251.9800874268
2014-04-21,Canada,Labor,Product B,19504.0
2014-04-21,Canada,Raw Materials,Product B,15661.980087426797
2014-04-21,Canada,Admin,Product B,6605.0
2014-04-21,Canada,Utilities,Product B,4526.0
2014-04-21,Canada,Revenue,Overhead,46929.25783417719
2014-04-21,Canada,Labor,Overhead,16767.0
2014-04-21,Canada,Raw Materials,Overhead,14491.25783417719
2014-04-21,Canada,Admin,Overhead,8735.0
2014-04-21,Canada,Utilities,Overhead,5870.0
2014-04-21,Mexico,Revenue,Product A,74818.0
2014-04-21,Mexico,Labor,Product A,19352.0
2014-04-21,Mexico,Raw Materials,Product A,16102.673378417641
2014-04-21,Mexico,Admin,Product A,9324.0
2014-04-21,Mexico,Utilities,Product A,5595.0
2014-04-21,Mexico,Revenue,Product B,51463.27018373346
2014-04-21,Mexico,Labor,Product B,19111.0
2014-04-21,Mexico,Raw Materials,Product B,16145.27018373346
2014-04-21,Mexico,Admin,Product B,9170.0
2014-04-21,Mexico,Utilities,Product B,3003.0
2014-04-21,Mexico,Revenue,Overhead,49672.94907391048
2014-04-21,Mexico,Labor,Overhead,15966.0
2014-04-21,Mexico,Raw Materials,Overhead,17990.94907391048
2014-04-21,Mexico,Admin,Overhead,9289.0
2014-04-21,Mexico,Utilities,Overhead,3846.0
2014-04-28,United States,Revenue,Product A,56469.0
2014-04-28,United States,Labor,Product A,16316.0
2014-04-28,United States,Raw Materials,Product A,18074.81867918386
2014-04-28,United States,Admin,Product A,6810.0
2014-04-28,United States,Utilities,Product A,3723.0
2014-04-28,United States,Revenue,Product B,49230.0
2014-04-28,United States,Labor,Product B,10224.0
2014-04-28,United States,Raw Materials,Product B,11190.156482453336
2014-04-28,United States,Admin,Product B,7048.0
2014-04-28,United States,Utilities,Product B,5137.0
2014-04-28,United States,Revenue,Overhead,56530.26937856717
2014-04-28,United States,Labor,Overhead,19765.0
2014-04-28,United States,Raw Materials,Overhead,20407.269378567173
2014-04-28,United States,Admin,Overhead,7026.0
2014-04-28,United States,Utilities,Overhead,5306.0
2014-04-28,Canada,Revenue,Product A,50009.0
2014-04-28,Canada,Labor,Product A,13744.0
2014-04-28,Canada,Raw Materials,Product A,13025.081495148805
2014-04-28,Canada,Admin,Product A,6673.0
2014-04-28,Canada,Utilities,Product A,5219.0
2014-04-28,Canada,Revenue,Product B,45623.0927488857
2014-04-28,Canada,Labor,Product B,17041.0
2014-04-28,Canada,Raw Materials,Product B,15830.092748885701
2014-04-28,Canada,Admin,Product B,5320.0
2014-04-28,Canada,Utilities,Product B,4342.0
2014-04-28,Canada,Revenue,Overhead,40500.57755802642
2014-04-28,Canada,Labor,Overhead,12832.0
2014-04-28,Canada,Raw Materials,Overhead,10864.577558026424
2014-04-28,Canada,Admin,Overhead,7038.0
2014-04-28,Canada,Utilities,Overhead,6490.0
2014-04-28,Mexico,Revenue,Product A,81037.0
2014-04-28,Mexico,Labor,Product A,19310.0
2014-04-28,Mexico,Raw Materials,Product A,22627.683110170205
2014-04-28,Mexico,Admin,Product A,6969.0
2014-04-28,Mexico,Utilities,Product A,3333.0
2014-04-28,Mexico,Revenue,Product B,39019.0
2014-04-28,Mexico,Labor,Product B,11908.0
2014-04-28,Mexico,Raw Materials,Product B,13007.667957889998
2014-04-28,Mexico,Admin,Product B,6570.0
2014-04-28,Mexico,Utilities,Product B,5560.0
2014-04-28,Mexico,Revenue,Overhead,47892.364331932375
2014-04-28,Mexico,Labor,Overhead,15415.0
2014-04-28,Mexico,Raw Materials,Overhead,16781.364331932375
2014-04-28,Mexico,Admin,Overhead,8850.0
2014-04-28,Mexico,Utilities,Overhead,3872.0
2014-05-05,United States,Revenue,Product A,73325.0
2014-05-05,United States,Labor,Product A,19444.0
2014-05-05,United States,Raw Materials,Product A,17123.37664440334
2014-05-05,United States,Admin,Product A,7898.0
2014-05-05,United States,Utilities,Product A,6450.0
2014-05-05,United States,Revenue,Product B,36984.0
2014-05-05,United States,Labor,Product B,10077.0
2014-05-05,United States,Raw Materials,Product B,10169.972114159365
2014-05-05,United States,Admin,Product B,6065.0
2014-05-05,United States,Utilities,Product B,5136.0
2014-05-05,United States,Revenue,Overhead,58384.35827769096
2014-05-05,United States,Labor,Overhead,19510.0
2014-05-05,United States,Raw Materials,Overhead,21178.35827769096
2014-05-05,United States,Admin,Overhead,9670.0
2014-05-05,United States,Utilities,Overhead,5190.0
2014-05-05,Canada,Revenue,Product A,84016.0
2014-05-05,Canada,Labor,Product A,19184.0
2014-05-05,Canada,Raw Materials,Product A,17129.107337478617
2014-05-05,Canada,Admin,Product A,9033.0
2014-05-05,Canada,Utilities,Product A,4997.0
2014-05-05,Canada,Revenue,Product B,40271.46821023508
2014-05-05,Canada,Labor,Product B,13687.0
2014-05-05,Canada,Raw Materials,Product B,12203.468210235076
2014-05-05,Canada,Admin,Product B,5197.0
2014-05-05,Canada,Utilities,Product B,4669.0
2014-05-05,Canada,Revenue,Overhead,33409.24507815547
2014-05-05,Canada,Labor,Overhead,11202.0
2014-05-05,Canada,Raw Materials,Overhead,10462.245078155473
2014-05-05,Canada,Admin,Overhead,7035.0
2014-05-05,Canada,Utilities,Overhead,3477.0
2014-05-05,Mexico,Revenue,Product A,60789.0
2014-05-05,Mexico,Labor,Product A,19446.0
2014-05-05,Mexico,Raw Materials,Product A,20014.996565863672
2014-05-05,Mexico,Admin,Product A,8068.0
2014-05-05,Mexico,Utilities,Product A,6044.0
2014-05-05,Mexico,Revenue,Product B,39029.0
2014-05-05,Mexico,Labor,Product B,10950.0
2014-05-05,Mexico,Raw Materials,Product B,9386.900576702297
2014-05-05,Mexico,Admin,Product B,6857.0
2014-05-05,Mexico,Utilities,Product B,6593.0
2014-05-05,Mexico,Revenue,Overhead,46433.11979374508
2014-05-05,Mexico,Labor,Overhead,14612.0
2014-05-05,Mexico,Raw Materials,Overhead,16814.119793745074
2014-05-05,Mexico,Admin,Overhead,7853.0
2014-05-05,Mexico,Utilities,Overhead,4932.0
2014-05-12,United States,Revenue,Product A,56359.0
2014-05-12,United States,Labor,Product A,17326.0
2014-05-12,United States,Raw Materials,Product A,16486.18497793565
2014-05-12,United States,Admin,Product A,8228.0
2014-05-12,United States,Utilities,Product A,6719.0
2014-05-12,United States,Revenue,Product B,40153.79460943625
2014-05-12,United States,Labor,Product B,12371.0
2014-05-12,United States,Raw Materials,Product B,13470.79460943625
2014-05-12,United States,Admin,Product B,5094.0
2014-05-12,United States,Utilities,Product B,5674.0
2014-05-12,United States,Revenue,Overhead,49932.784021225445
2014-05-12,United States,Labor,Overhead,16898.0
2014-05-12,United States,Raw Materials,Overhead,17340.784021225445
2014-05-12,United States,Admin,Overhead,7116.0
2014-05-12,United States,Utilities,Overhead,4683.0
2014-05-12,Canada,Revenue,Product A,60541.0
2014-05-12,Canada,Labor,Product A,16166.0
2014-05-12,Canada,Raw Materials,Product A,15920.31432868442
2014-05-12,Canada,Admin,Product A,7265.0
2014-05-12,Canada,Utilities,Product A,5188.0
2014-05-12,Canada,Revenue,Product B,48128.88735064099
2014-05-12,Canada,Labor,Product B,17783.0
2014-05-12,Canada,Raw Materials,Product B,17824.887350640984
2014-05-12,Canada,Admin,Product B,6639.0
2014-05-12,Canada,Utilities,Product B,3827.0
2014-05-12,Canada,Revenue,Overhead,44055.015823852475
2014-05-12,Canada,Labor,Overhead,13531.0
2014-05-12,Canada,Raw Materials,Overhead,11378.015823852471
2014-05-12,Canada,Admin,Overhead,7935.0
2014-05-12,Canada,Utilities,Overhead,6876.0
2014-05-12,Mexico,Revenue,Product A,77632.0
2014-05-12,Mexico,Labor,Product A,15959.0
2014-05-12,Mexico,Raw Materials,Product A,16925.267728064566
2014-05-12,Mexico,Admin,Product A,8449.0
2014-05-12,Mexico,Utilities,Product A,4928.0
2014-05-12,Mexico,Revenue,Product B,45988.49759138803
2014-05-12,Mexico,Labor,Product B,15109.0
2014-05-12,Mexico,Raw Materials,Product B,12554.497591388035
2014-05-12,Mexico,Admin,Product B,8368.0
2014-05-12,Mexico,Utilities,Product B,6797.0
2014-05-12,Mexico,Revenue,Overhead,35843.72121462168
2014-05-12,Mexico,Labor,Overhead,11792.0
2014-05-12,Mexico,Raw Materials,Overhead,9967.721214621675
2014-05-12,Mexico,Admin,Overhead,6645.0
2014-05-12,Mexico,Utilities,Overhead,5467.0
2014-05-19,United States,Revenue,Product A,85840.0
2014-05-19,United States,Labor,Product A,19397.0
2014-05-19,United States,Raw Materials,Product A,22015.523533712534
